Gamma,Performance
0.029861111111111113,-0.24393028176857112
0.0018518518518518517,-0.5031078124999999
0.010555555555555556,0.021620567729083665
0.004861111111111111,0.03983208141507148
0.010317460317460317,0.01066435461644465
0.007407407407407407,0.035436526946107785
0.02142857142857143,0.01723444929645803
0.009523809523809523,0.19273787313432836
0.0031746031746031746,-0.03444442528735633
0.004166666666666667,0.021712642669007902
0.009722222222222222,0.007236402946828956
0.0009259259259259259,0.2181898617511521
0.012962962962962964,0.15143134400776323
0.0009259259259259259,0.17387619841600668
0.0018518518518518517,0.12029042904290431
0.06666666666666667,0.018068718616328805
0.035555555555555556,0.03218668717047452
0.005158730158730159,0.024946726357022945
0.004545454545454546,0.07102461662631153
0.024074074074074074,-0.019996592039800996
0.021296296296296296,-0.2128515138023152
0.0009259259259259259,0.06589350453172206
0.0020833333333333333,0.02166725181598063
0.0037037037037037034,0.02472468772961058
0.009027777777777777,0.1679374511336982
0.007407407407407407,0.028261405723905723
0.011111111111111112,-0.19058407079646017
0.003968253968253968,0.16257174392935983
0.004093567251461988,0.05364734121122599
0.03680555555555556,0.046845346062052505
0.0007936507936507937,0.05457323232323232
0.02619047619047619,-0.08238916256157636
0.0009259259259259259,0.08628283828382838
0.0007936507936507937,0.10757364914877868
0.0037037037037037034,0.044936059479553904
0.0012345679012345679,0.09701042611060744
0.0015873015873015873,-0.04144692049272116
0.0011111111111111111,0.09796191319751994
0.0011695906432748538,0.056675571290634046
0.0071428571428571435,0.1930870773506253
0.0009259259259259259,0.14551907356948227
0.006944444444444444,0.04419898175647009
0.00202020202020202,-0.11364999999999999
0.0007936507936507937,-0.10500971428571429
0.0022222222222222222,0.00630782334384858
0.025694444444444443,0.05537182354137019
0.002777777777777778,0.28914376489277205
0.0011111111111111111,0.07190790048013967
0.0071428571428571435,0.0620515508955876
0.010185185185185184,-0.003056977049180328
0.0007936507936507937,0.2590511508951407
0.03333333333333333,0.04981544146246597
0.012592592592592593,-0.01579745845552297
0.005555555555555556,0.03536386995280545
0.0022222222222222222,0.010952116212338594
0.008024691358024692,-0.050864819004524886
0.010606060606060607,-0.05678765123070505
0.00625,0.009349455337690632
0.00202020202020202,0.2515980167810831
0.0047619047619047615,0.21015866741953695
0.005555555555555556,0.033536172344689384
0.0031746031746031746,0.07693537557700378
0.008333333333333333,0.08606538661131292
0.0031746031746031746,0.09502512664640324
0.006481481481481482,0.0523587890625
0.006944444444444444,0.06257076755579749
0.003472222222222222,-0.1975603846153846
0.002777777777777778,0.007185057766367137
0.002314814814814815,0.08856179516685846
0.0023809523809523807,-0.07666555851063829
0.007407407407407407,0.17375813501699855
0.00462962962962963,0.002555306893295562
0.00462962962962963,0.00331534435261708
0.002777777777777778,0.22167279767666992
0.0018518518518518517,0.046802046783625734
0.004166666666666667,-0.3300102120974077
0.0037037037037037034,0.10217411273486429
0.013194444444444444,0.06065623342175066
0.0009259259259259259,0.05931527377521614
0.0004629629629629629,0.11978114086146682
0.011111111111111112,-0.044978103616813286
0.00392156862745098,0.03762876526458616
0.024305555555555556,0.14422349914236704
0.006481481481481482,-0.32142530755711773
0.0007936507936507937,0.24157439446366785
0.00404040404040404,-0.041933756805807625
0.0044444444444444444,-0.005603801732435034
0.0007936507936507937,0.2181919385796545
0.00042735042735042735,-0.06376803579508321
0.019696969696969695,0.026639354838709682
0.0009259259259259259,-0.13757657894736844
0.0006172839506172839,-0.08521869488536156
0.00462962962962963,0.04541130952380952
0.004700854700854701,0.0778726668775704
0.009523809523809523,0.0622535858178888
0.0011111111111111111,-0.43643072050673004
0.0007407407407407407,-0.15725458612975393
0.003968253968253968,-0.1198827361563518
0.02592592592592593,0.05806221765913758
0.0007936507936507937,-0.12242815988476774
0.0005555555555555556,0.20477809523809526
0.0031746031746031746,0.06149848484848485
0.000326797385620915,-0.4623483556638246
0.012962962962962964,-0.11038341968911916
0.004901960784313725,-0.02108572347266881
0.0011111111111111111,-0.029260026560424965
0.004166666666666667,0.07068796992481204
0.03703703703703704,0.039147065897065896
0.002777777777777778,-0.2055316666666667
0.005,0.25418323249783925
0.00308641975308642,0.05826175085787247
0.0009259259259259259,-1.0915247148288973
0.002777777777777778,0.16293037078969713
0.008333333333333333,-0.1209701030927835
0.0007407407407407407,0.07207528285465623
0.0022222222222222222,-0.0829270340077486
0.008333333333333333,0.038721704814522494
0.023015873015873017,0.0868787353832828
0.002777777777777778,-0.09450435729847495
0.0012345679012345679,-0.003151813537675607
0.005555555555555556,0.030630904723779023
0.0047619047619047615,0.17825445292620867
0.0018518518518518517,-0.010764508276533594
0.0009259259259259259,0.13457899807321774
0.00462962962962963,0.06218939393939393
0.005555555555555556,0.09436784025223331
0.003472222222222222,0.115659478885894
0.00101010101010101,-0.05308124054462935
0.006481481481481482,-0.3116754617414248
0.012962962962962964,0.10501111405133634
0.00308641975308642,-0.05446997950819672
0.0011111111111111111,0.03340340715502556
0.000505050505050505,0.03277142857142857
0.005555555555555556,0.0579494342291372
0.00042735042735042735,-0.15021042128603104
0.02685185185185185,0.011784344450833813
0.0022222222222222222,0.07244296577946768
0.001388888888888889,0.13438578329882678
0.0005555555555555556,-0.45692603728202047
0.0018518518518518517,0.08056514900662251
0.006944444444444444,0.005387646432374867
0.0018518518518518517,-0.13703295310519645
0.0006172839506172839,-0.11991325431034482
0.0038888888888888888,0.0896963601532567
0.013888888888888888,0.09105472496473907
0.0049382716049382715,-0.09825284260921603
0.00130718954248366,0.09378538985616956
0.0009259259259259259,0.039661890694239296
0.00873015873015873,0.05342181208053691
0.002777777777777778,0.025358708601381938
0.00625,-0.07454512396694216
0.003472222222222222,0.05155977653631285
0.02142857142857143,0.010936370157819226
0.00462962962962963,0.02896342857142857
0.005555555555555556,-0.020120448877805487
0.019135802469135803,0.02303861697350696
0.0077777777777777776,-0.018380189255189253
0.004814814814814815,-0.03126044938390916
0.08194444444444444,-0.025509755291005288
0.00925925925925926,-0.05972885283893395
0.002777777777777778,0.0668241981323589
0.02888888888888889,-0.02490118343195266
0.0011111111111111111,-0.22973753280839895
0.0020833333333333333,-0.07764007820136852
0.0006944444444444445,0.05878997641509434
0.006349206349206349,0.09952609308885754
0.0009259259259259259,0.03914401315789474
0.002136752136752137,-0.10876966610073571
0.005555555555555556,0.030898248847926264
0.011111111111111112,0.09665859030837004
0.003125,0.113822
0.03680555555555556,0.041626958321016844
0.0035947712418300656,-0.06004313099041533
0.0009259259259259259,0.09297805642633228
0.014957264957264958,0.03633299180327869
0.004166666666666667,0.08453220696937698
0.0037037037037037034,-0.028441642228739003
0.0018518518518518517,-0.030934037162162163
0.022222222222222223,0.10814654867256639
0.0005847953216374269,-0.06483937159345943
0.0007936507936507937,-0.04432863886703382
0.0020833333333333333,0.1395462516440158
0.002314814814814815,-0.11441772151898734
0.009444444444444445,-0.158798411122145
0.010606060606060607,0.08787363238512036
0.0005555555555555556,-0.07780666408368848
0.00462962962962963,0.0018905668515095501
0.001388888888888889,-0.5064754420432219
0.0037037037037037034,0.040642794143587936
0.0009259259259259259,-0.10396483931947069
0.0016666666666666666,0.13816392850695072
0.0007407407407407407,-0.21354134658834162
0.00707070707070707,-0.03240034217279726
0.001388888888888889,0.0909245718050066
0.0009259259259259259,-0.0032937176724137933
0.011111111111111112,-0.17817800138792506
0.0037037037037037034,0.07500679611650486
0.0015873015873015873,0.07420423728813559
0.0007936507936507937,-0.13706853785900783
0.015873015873015872,0.030608027522935784
0.00029239766081871346,-0.005361511965192168
0.0018518518518518517,0.12745407699302821
0.00308641975308642,-0.2593186596583443
0.015555555555555555,0.018540207522697794
0.005324074074074074,0.08316380259969157
0.013888888888888888,0.05757039337474121
0.0020833333333333333,-0.10031987891019173
0.0006172839506172839,0.08515520833333333
0.0047619047619047615,0.0191349873843566
0.00462962962962963,0.015680808080808083
0.00308641975308642,-0.1186720394736842
0.011904761904761904,0.00891813725490196
0.029629629629629627,0.053384403756759326
0.0007936507936507937,0.08029272326350606
0.0004629629629629629,0.09134480408858602
0.002777777777777778,0.1208698347107438
0.00873015873015873,0.017576146788990825
0.0015873015873015873,0.024243109987357774
0.002314814814814815,0.06117367853290183
0.002314814814814815,-0.011271114772103241
0.0011111111111111111,-0.2769805996472663
0.002314814814814815,-0.02896814730447988
0.010493827160493827,0.0751091459528362
0.00308641975308642,0.009293110989611811
0.0015873015873015873,0.0166776740237691
0.0037037037037037034,0.03686445959104187
0.03333333333333333,-0.07727115812917595
0.007407407407407407,0.06244709246901812
0.0006944444444444445,0.05968198090692124
0.0015873015873015873,0.14492779291553134
0.010493827160493827,0.12727632950990617
0.0015873015873015873,0.11810008628127698
0.0014814814814814814,0.1715207100591716
0.0038194444444444443,-0.08127725290697674
0.0018518518518518517,0.015950010658708165
0.0031746031746031746,-0.06665521920668059
0.010317460317460317,0.013229970129439097
0.006481481481481482,0.08984144222415293
0.0006172839506172839,0.039202583732057414
0.006481481481481482,-0.12678473091364206
0.006481481481481482,-0.11921428571428572
0.0071428571428571435,0.0011314470284237725
0.0015873015873015873,0.20466053921568625
0.00925925925925926,0.045707449560269016
0.0022222222222222222,0.04968511580381471
0.003472222222222222,0.19336301075268816
0.00042735042735042735,0.14371211234640138
0.0009259259259259259,0.06888983050847458
0.0024305555555555556,-0.13016228497241156
0.012962962962962964,-0.15036875725900117
0.030864197530864196,0.00587843070939376
0.0038888888888888888,-0.39114469453376205
0.003472222222222222,0.052657857142857145
0.0012345679012345679,-0.2730143266475645
0.00202020202020202,-0.11648823529411764
0.0007407407407407407,0.13487400793650794
0.000505050505050505,-0.06549836280288146
0.005555555555555556,0.01660013812154696
0.022916666666666665,0.17738993174061432
0.0018518518518518517,-0.01025483870967742
0.0006172839506172839,-0.19461850220264318
0.0020833333333333333,-0.18074006622516556
0.0018518518518518517,-0.07493366795366795
0.014285714285714287,-0.04394536082474226
0.0023809523809523807,-0.022696610169491527
0.004861111111111111,-0.10462553191489361
0.0006172839506172839,0.22029421768707483
0.0006172839506172839,-0.1280558139534884
0.00303030303030303,0.038468633093525176
0.0037037037037037034,0.04701686991869919
0.0018518518518518517,-0.058560132158590315
0.0037037037037037034,-0.055078741258741265
0.006790123456790124,0.00811686156167484
0.0009259259259259259,0.04491188725490196
0.00101010101010101,0.13602187948350072
0.0007936507936507937,0.09356639159789946
0.0047619047619047615,0.06589537671232876
0.007407407407407407,0.018957307249712313
0.001984126984126984,-0.03762984670874662
0.00707070707070707,0.04632393084622384
0.0004629629629629629,0.1695939633489041
0.0007936507936507937,-0.12673288250211326
0.0047619047619047615,0.22815037593984966
0.011904761904761904,0.15185436052802423
0.008333333333333333,0.08174165275459098
0.0060185185185185185,-0.11562672651933702
0.005555555555555556,0.26253213453213453
0.00404040404040404,0.08967684964200477
0.001388888888888889,0.07137415384615384
0.002777777777777778,0.12266816929626848
0.0032679738562091504,-0.03836424914675768
0.0037037037037037034,0.09359451844262295
0.0009259259259259259,0.21891457286432162
0.0020833333333333333,0.1925016025641026
0.0031746031746031746,-0.0015499140111279717
0.004861111111111111,0.0516837294332724
0.005555555555555556,-0.1549486434108527
0.0023809523809523807,0.08520987654320988
0.005555555555555556,0.2288629032258064
0.0023809523809523807,-0.24673762376237626
0.011111111111111112,0.18503216042376086
0.002777777777777778,-0.042102976476236204
0.006349206349206349,0.24717163742690057
0.0037037037037037034,0.1711372460496614
0.002777777777777778,-0.09354448262695686
0.021296296296296296,0.09873648393194706
0.024074074074074074,0.03965810948656919
0.002173913043478261,0.04576140588036499
0.002777777777777778,0.040118637724550904
0.009523809523809523,0.14201188332733167
0.003968253968253968,-0.0246
0.0006944444444444445,-0.20564230769230768
0.003240740740740741,0.15595238095238095
0.00404040404040404,0.27965267344233324
0.00925925925925926,0.027205017921146952
0.00925925925925926,0.17357142857142857
0.0006944444444444445,-0.19150429184549358
0.02393162393162393,0.03691035149951628
0.03981481481481482,0.05759956942949408
0.0015873015873015873,-0.1672681954137587
0.0016339869281045752,-0.14309643916913947
0.006349206349206349,0.15182934872217643
0.01746031746031746,0.1386993887756992
0.002525252525252525,0.07105417721518988
0.006535947712418301,0.046411184694628405
0.016666666666666666,0.09879788732394365
0.011111111111111112,0.10715801104972376
0.0037037037037037034,-0.20723201267828845
0.0005555555555555556,0.04110507177033493
0.007407407407407407,0.04703380429094715
0.005555555555555556,-0.0021853561452513967
0.0009259259259259259,0.03763461818181818
0.007222222222222223,-0.16764897047878938
0.032407407407407406,-0.045824034582132564
0.011111111111111112,0.030269307400379506
0.0012345679012345679,-0.4457124039517014
0.001388888888888889,0.12780314309346566
0.0006944444444444445,-0.029463115942028984
0.012301587301587303,0.013683823919384778
0.01851851851851852,-0.35522462562396007
0.004861111111111111,0.05047758124228712
0.0015873015873015873,-0.009596004618937644
0.008024691358024692,0.10326286279683378
0.0018518518518518517,0.1441309523809524
0.016666666666666666,0.029123917137476463
0.002777777777777778,0.12929614767255218
0.00462962962962963,-0.31938901345291476
0.00404040404040404,-0.05182362965066743
0.011666666666666667,0.09349412547107072
0.008796296296296295,0.05890369393139842
0.005555555555555556,0.023446987218502743
0.001515151515151515,0.014241604938271608
0.006481481481481482,0.11621167283189478
0.005555555555555556,0.06759765788373065
0.0018518518518518517,0.06785858974358976
0.00925925925925926,0.08522679372197309
0.0037037037037037034,0.07741663899036864
0.002777777777777778,-0.17179957127545553
0.0009259259259259259,-0.40908943089430894
0.0015873015873015873,-0.08645271535580525
0.010185185185185184,0.13939911167512692
0.0005555555555555556,0.058188990825688076
0.015740740740740743,0.16554042081949058
0.025396825396825397,-0.13399416342412454
0.0024691358024691358,0.056488235294117645
0.000505050505050505,-0.21470358760013933
0.010185185185185184,0.2628889383485422
0.003472222222222222,0.10886344827586206
0.0015873015873015873,-0.17986551724137934
0.0049382716049382715,0.05163074918566775
0.025555555555555554,0.025274431973720226
0.002777777777777778,0.23904183339396143
0.00462962962962963,-0.025843469101123596
0.0020833333333333333,-1.327141791044776
0.008333333333333333,0.03686970118137596
0.0018518518518518517,0.03474547283702213
0.011666666666666667,0.03457761515281963
0.0011111111111111111,-0.10875000000000001
0.002777777777777778,0.05904802631578948
0.0023809523809523807,-0.050158419421487604
0.020987654320987655,0.025932547072211876
0.00042735042735042735,0.14449246629659002
0.012962962962962964,0.19748417721518985
0.024074074074074074,0.06087390263367917
0.0018518518518518517,-0.57753698630137
0.00308641975308642,0.09444620689655173
0.0037037037037037034,-0.045141143808995005
0.022222222222222223,-0.09860451650260567
0.04285714285714286,-0.031170131826741998
0.0004629629629629629,-0.2660406871609403
0.0018518518518518517,0.08854611650485437
0.006790123456790124,-0.05934791332263242
0.002777777777777778,0.14085580389329488
0.0023809523809523807,0.0853562091503268
0.023809523809523808,0.00020685471926753734
0.0047619047619047615,0.013729396681749623
0.0029411764705882353,0.08568776210446055
0.014814814814814814,0.14493328100470956
0.0018518518518518517,0.0009546971864568431
0.019444444444444445,-0.37475459098497493
0.00925925925925926,0.13358045112781955
0.012626262626262628,0.03817783392872701
0.001388888888888889,0.16631638190954776
0.002777777777777778,0.039680844409695076
0.004320987654320988,-0.017387061668681984
0.00065359477124183,-0.10243481375358167
0.028703703703703707,0.08838232421875
0.0020833333333333333,0.18303357933579337
0.01,0.0974882283696292
0.0047619047619047615,0.012858514750762972
0.0037037037037037034,-0.029147810979847116
0.0009259259259259259,0.029747474295932053
0.00625,-0.02519743119266055
0.0049382716049382715,-0.07385076758300607
0.0003968253968253968,-0.0564671052631579
0.004365079365079365,-0.0003312296801258521
0.012037037037037037,-0.013623577586206897
0.056172839506172835,0.027359941413401687
0.0023809523809523807,0.12573279714030383
0.0071428571428571435,0.0987859888936352
0.010683760683760684,0.17685285206165194
0.0047619047619047615,-0.02487033101757254
0.0037037037037037034,-0.16464438994481914
0.010416666666666666,0.05256371087928465
0.004074074074074074,0.03567754651529486
0.004861111111111111,0.06072842605156038
0.004901960784313725,0.10017336497108113
0.005555555555555556,0.0031716711956521738
0.009722222222222222,-0.2653479591836735
0.013194444444444444,0.11822548092084516
0.0037037037037037034,0.09288755430615896
0.012037037037037037,0.13634695579649708
0.00308641975308642,-0.034305269922879175
0.0007936507936507937,0.1064392026578073
0.01419753086419753,0.03620894361633182
0.0009259259259259259,-0.04185314116777532
0.005555555555555556,-0.2638903966597077
0.031481481481481485,-0.0803253052917232
0.0024691358024691358,-0.13522083333333332
0.00753968253968254,0.010915960533952409
0.006209150326797386,0.12064561601353256
0.00101010101010101,0.05655939169749281
0.00753968253968254,-0.04737822642473805
0.026984126984126982,0.001671527609834744
0.005555555555555556,-0.057194233687405165
0.007936507936507936,-0.10079859154929578
0.0012345679012345679,0.26496026750590085
0.0031746031746031746,0.06901938775510204
0.007638888888888889,-0.38840300751879697
0.0018518518518518517,0.19997176885752097
0.003240740740740741,-0.023467567567567568
0.005864197530864198,0.08091377111890341
0.010628019323671498,0.0006399753556625966
0.012222222222222223,-0.04558663808503037
0.005952380952380952,-0.21254437680230695
0.0018518518518518517,0.22831792975970427
0.0015873015873015873,0.20542510548523207
0.004722222222222222,0.1381776713184753
0.0009259259259259259,-0.0023529201331114807
0.03916666666666667,0.027966016118069714
0.008333333333333333,0.07410228198859006
0.02685185185185185,0.03526078431372549
0.013055555555555556,-0.00448327969777529
0.0018518518518518517,0.23770848375451265
0.007407407407407407,0.11951147922115665
0.006481481481481482,0.021213137327874953
0.0044444444444444444,0.0435
0.007575757575757575,-0.003649479610987886
0.001388888888888889,0.0877604109589041
0.0012345679012345679,0.014501595214356927
0.005555555555555556,0.08100747065101388
0.0022633744855967077,-0.020972752043596728
0.002631578947368421,0.03050060496067756
0.003240740740740741,-0.06851870999507632
0.00404040404040404,0.011175164628410159
0.003472222222222222,0.3131545064377682
0.009876543209876543,-0.048021257212268444
0.011111111111111112,-0.015788683252427188
0.02345679012345679,0.11502127192982456
0.008333333333333333,0.05841162018592297
0.012962962962962964,0.013408868583714055
0.06666666666666667,-0.057527842227378195
0.0009259259259259259,-0.017269200968523003
0.009876543209876543,0.04860868894601542
0.00462962962962963,0.029450840336134453
0.0020833333333333333,-0.14699322033898304
0.027777777777777776,0.031946308724832215
0.00925925925925926,-0.008724420401854715
0.001388888888888889,-0.1945959390862944
0.0031746031746031746,0.11715338704864219
0.011111111111111112,0.04924963418203103
0.006481481481481482,0.00287375
0.005555555555555556,-0.019628040201005025
0.0018518518518518517,0.01976891356066614
0.012222222222222223,0.021747778561354018
0.003968253968253968,0.06347127784290738
0.006481481481481482,-0.13191136363636366
0.008333333333333333,0.031220762711864407
0.0005555555555555556,0.13101762114537446
0.0202020202020202,0.0010293619909502263
0.014583333333333334,0.06827709417889256
0.0037037037037037034,0.013964917541229386
0.0023809523809523807,0.17013961813842482
0.007407407407407407,-0.03496698224852071
0.00462962962962963,0.15414807617567042
0.002777777777777778,0.18663243243243244
0.0007936507936507937,-0.1987056323060574
0.02142857142857143,-0.003978391356542617
0.0009259259259259259,-0.07257021531100478
0.00505050505050505,0.064972641319654
0.0015873015873015873,-0.013329933993399339
0.020833333333333332,-0.10277390852390852
0.011111111111111112,-0.4530015278838808
0.0009259259259259259,-0.07388737791134486
0.003535353535353535,0.12010018438844498
0.002777777777777778,-0.17674597938144332
0.0059829059829059825,-0.031362337011033095
0.002777777777777778,0.00724983606557377
0.0018518518518518517,-0.39136000000000004
0.04523809523809524,0.12985322548826198
0.002777777777777778,0.07587762001352265
0.0024691358024691358,-0.011658880066861681
0.001388888888888889,0.0030158558178752107
0.007407407407407407,-0.32745748821962717
0.0018518518518518517,-0.21319358974358973
0.006790123456790124,0.05049086672879777
0.0037037037037037034,-0.0017163281824871229
0.0031746031746031746,-0.7496771844660194
0.021367521367521368,-0.012076714073445129
0.009523809523809523,-0.05897690140845071
0.0006944444444444445,-0.041539493293591655
0.006349206349206349,0.06453333333333333
0.0047619047619047615,0.10014708661417324
0.0023809523809523807,0.13958397932816535
0.00303030303030303,-0.09466929133858268
0.03425925925925926,0.11369580501523319
0.0009259259259259259,0.11316713615023474
0.0047619047619047615,0.12713975576662143
0.03425925925925926,-0.029372043795620438
0.008119658119658119,-0.06842124296812215
0.0007936507936507937,0.06025818181818182
0.0005555555555555556,-0.017257263389581803
0.0022222222222222222,0.04534989993328886
0.0009259259259259259,0.07728165322580645
0.0016339869281045752,0.07056219816819317
0.008333333333333333,-0.028051546961325963
0.0011111111111111111,-0.2180332005312085
0.0018518518518518517,0.05431378151260504
0.009920634920634922,-0.0735126329787234
0.0018518518518518517,-0.26378519793459554
0.002777777777777778,0.07229467680608365
0.0009259259259259259,0.07327289002557545
0.004861111111111111,0.10778103207810319
0.005555555555555556,0.03571786407766991
0.0031746031746031746,0.03974881822088526
0.012037037037037037,0.06262320441988951
0.0006172839506172839,-0.25301424050632915
0.009722222222222222,0.07481377049180328
0.019444444444444445,0.1631350089766607
0.0006944444444444445,0.12912880562060888
0.00101010101010101,0.003419234205488194
0.004320987654320988,-0.04043102661596958
0.011538461538461539,0.035637491690671395
0.009876543209876543,-0.05459850746268656
0.03425925925925926,0.04825823086076954
0.00925925925925926,0.056675987193169686
0.005555555555555556,0.0632
0.004545454545454546,0.07472460732984293
0.0011111111111111111,0.005343699858423785
0.00261437908496732,0.04001083704003235
0.0077777777777777776,0.03449822805920367
0.0007936507936507937,-0.4517210216110019
0.0006944444444444445,0.17464414414414414
0.0006172839506172839,0.20688834476003917
0.00462962962962963,0.04223978594695207
0.010416666666666666,0.09714841628959277
0.010416666666666666,0.09152584020291693
0.001736111111111111,-0.17239037817137387
0.0018518518518518517,0.043346359385437544
0.002777777777777778,-0.058740722656249994
0.0006944444444444445,0.06395705128205129
0.0029914529914529912,0.10935568513119533
0.0022222222222222222,0.16814468864468865
0.0015873015873015873,0.08072041366906475
0.011111111111111112,0.07348121004210198
0.017777777777777778,-0.13622819260293093
0.00925925925925926,-0.22291987179487183
0.05648148148148148,0.05324181669394436
0.013492063492063491,0.012924862313139262
0.0018518518518518517,0.07674768518518518
0.00925925925925926,0.12202975609756096
0.00873015873015873,0.16639513381995133
0.011111111111111112,-0.2855978456014363
0.01507936507936508,0.24087373271889398
0.0037037037037037034,0.14233023872679043
