,kappa_values,etaplus_values
505,3,0.011111111111111112
506,3,0.03888888888888889
507,1,0.005555555555555556
508,1,0.005555555555555556
509,1,0.016666666666666666
510,7,0.06666666666666667
511,2,0.011111111111111112
512,4,0.005555555555555556
513,4,0.011111111111111112
514,15,0.15
515,6,0.06111111111111111
516,4,0.011111111111111112
517,8,0.011111111111111112
518,5,0.011111111111111112
519,2,0.011111111111111112
520,5,0.011111111111111112
521,7,0.06666666666666667
522,1,0.044444444444444446
523,2,0.022222222222222223
524,2,0.011111111111111112
525,8,0.13333333333333333
526,6,0.011111111111111112
527,2,0.016666666666666666
528,4,0.005555555555555556
529,2,0.005555555555555556
530,2,0.016666666666666666
531,3,0.005555555555555556
532,5,0.1
533,3,0.022222222222222223
534,5,0.005555555555555556
535,7,0.005555555555555556
536,3,0.022222222222222223
537,5,0.005555555555555556
538,5,0.005555555555555556
539,5,0.005555555555555556
540,4,0.08333333333333333
541,3,0.005555555555555556
542,7,0.022222222222222223
543,1,0.005555555555555556
544,3,0.03333333333333333
545,1,0.16111111111111112
546,1,0.011111111111111112
547,11,0.36666666666666664
548,6,0.005555555555555556
549,1,0.005555555555555556
550,3,0.05
551,1,0.016666666666666666
552,5,0.016666666666666666
553,14,0.011111111111111112
554,5,0.011111111111111112
555,1,0.005555555555555556
556,9,0.022222222222222223
557,1,0.05
558,1,0.044444444444444446
559,1,0.022222222222222223
560,1,0.005555555555555556
561,6,0.011111111111111112
562,6,0.05
563,6,0.03888888888888889
564,9,0.06111111111111111
565,3,0.05
566,9,0.03333333333333333
567,13,0.2
568,10,0.011111111111111112
569,5,0.011111111111111112
570,4,0.005555555555555556
571,3,0.011111111111111112
572,1,0.005555555555555556
573,1,0.005555555555555556
574,1,0.027777777777777776
575,12,0.2388888888888889
576,1,0.005555555555555556
577,1,0.044444444444444446
578,8,0.5277777777777778
579,4,0.022222222222222223
580,1,0.011111111111111112
581,3,0.027777777777777776
582,1,0.1
583,2,0.011111111111111112
584,2,0.005555555555555556
585,3,0.022222222222222223
586,3,0.06111111111111111
587,1,0.005555555555555556
588,1,0.005555555555555556
589,4,0.022222222222222223
590,2,0.005555555555555556
591,2,0.022222222222222223
592,6,0.022222222222222223
593,15,0.23333333333333334
594,1,0.005555555555555556
595,8,0.022222222222222223
596,7,0.005555555555555556
597,1,0.016666666666666666
598,6,0.17222222222222222
599,15,0.011111111111111112
600,3,0.2722222222222222
601,4,0.005555555555555556
602,1,0.005555555555555556
603,2,0.005555555555555556
604,2,0.005555555555555556
605,3,0.016666666666666666
606,2,0.05
607,1,0.005555555555555556
608,1,0.027777777777777776
609,11,0.016666666666666666
610,13,0.18333333333333332
611,5,0.027777777777777776
612,1,0.011111111111111112
613,3,0.011111111111111112
614,7,0.31666666666666665
615,1,0.06666666666666667
616,5,0.011111111111111112
617,7,0.044444444444444446
618,1,0.005555555555555556
619,1,0.005555555555555556
620,7,0.06111111111111111
621,3,0.08888888888888889
622,1,0.005555555555555556
623,1,0.022222222222222223
624,1,0.05
625,8,0.022222222222222223
626,3,0.022222222222222223
627,16,0.016666666666666666
628,7,0.016666666666666666
629,3,0.011111111111111112
630,1,0.005555555555555556
631,5,0.027777777777777776
632,18,0.011111111111111112
633,1,0.044444444444444446
634,1,0.005555555555555556
635,1,0.027777777777777776
636,10,0.022222222222222223
637,5,0.03888888888888889
638,23,0.24444444444444444
639,14,0.03888888888888889
640,8,0.011111111111111112
641,2,0.022222222222222223
642,1,0.09444444444444444
643,3,0.011111111111111112
644,1,0.005555555555555556
645,9,0.044444444444444446
646,4,0.005555555555555556
647,1,0.005555555555555556
648,5,0.005555555555555556
649,6,0.2388888888888889
650,17,0.022222222222222223
651,11,0.011111111111111112
652,4,0.005555555555555556
653,4,0.011111111111111112
654,14,0.027777777777777776
655,1,0.005555555555555556
656,1,0.011111111111111112
657,2,0.03888888888888889
658,12,0.011111111111111112
659,4,0.05
660,6,0.06666666666666667
661,7,0.027777777777777776
662,1,0.06666666666666667
663,3,0.011111111111111112
664,1,0.005555555555555556
665,1,0.016666666666666666
666,6,0.07777777777777778
667,5,0.027777777777777776
668,3,0.05
669,1,0.011111111111111112
670,4,0.45
671,10,0.005555555555555556
672,2,0.011111111111111112
673,1,0.022222222222222223
674,8,0.3
675,2,0.03333333333333333
676,2,0.005555555555555556
677,4,0.005555555555555556
678,11,0.1
679,1,0.011111111111111112
680,2,0.005555555555555556
681,4,0.011111111111111112
682,24,0.022222222222222223
683,6,0.016666666666666666
684,9,0.027777777777777776
685,1,0.005555555555555556
686,1,0.011111111111111112
687,1,0.027777777777777776
688,6,0.14444444444444443
689,1,0.016666666666666666
690,9,0.09444444444444444
691,1,0.005555555555555556
692,1,0.005555555555555556
693,1,0.022222222222222223
694,1,0.005555555555555556
695,12,0.027777777777777776
696,1,0.10555555555555556
697,11,0.005555555555555556
698,2,0.10555555555555556
699,10,0.03333333333333333
700,1,0.1111111111111111
701,2,0.016666666666666666
702,1,0.005555555555555556
703,4,0.016666666666666666
704,1,0.027777777777777776
705,8,0.03333333333333333
706,1,0.011111111111111112
707,2,0.005555555555555556
708,3,0.05555555555555555
709,1,0.011111111111111112
710,1,0.07777777777777778
711,1,0.022222222222222223
712,6,0.027777777777777776
713,1,0.03333333333333333
714,12,0.10555555555555556
715,1,0.011111111111111112
716,3,0.07777777777777778
717,4,0.005555555555555556
718,4,0.005555555555555556
719,5,0.03888888888888889
720,1,0.07222222222222222
721,17,0.16111111111111112
722,1,0.027777777777777776
723,4,0.005555555555555556
724,9,0.022222222222222223
725,11,0.12777777777777777
726,2,0.005555555555555556
727,2,0.005555555555555556
728,2,0.12777777777777777
729,6,0.005555555555555556
730,3,0.005555555555555556
731,1,0.022222222222222223
732,1,0.08888888888888889
733,2,0.016666666666666666
734,1,0.011111111111111112
735,5,0.016666666666666666
736,2,0.005555555555555556
737,14,0.05555555555555555
738,3,0.06111111111111111
739,1,0.011111111111111112
740,7,0.005555555555555556
741,4,0.027777777777777776
742,11,0.05
743,1,0.027777777777777776
744,3,0.011111111111111112
745,3,0.03333333333333333
746,19,0.15
747,19,0.07777777777777778
748,1,0.016666666666666666
749,9,0.016666666666666666
750,3,0.011111111111111112
751,5,0.05555555555555555
752,4,0.027777777777777776
753,1,0.06111111111111111
754,5,0.027777777777777776
755,3,0.005555555555555556
756,4,0.005555555555555556
757,1,0.005555555555555556
758,3,0.011111111111111112
759,7,0.16111111111111112
760,4,0.03333333333333333
761,3,0.17777777777777778
762,4,0.011111111111111112
763,1,0.011111111111111112
764,5,0.011111111111111112
765,10,0.005555555555555556
766,3,0.03333333333333333
767,1,0.005555555555555556
768,1,0.044444444444444446
769,5,0.03333333333333333
770,3,0.027777777777777776
771,5,0.011111111111111112
772,7,0.044444444444444446
773,9,0.06111111111111111
774,6,0.022222222222222223
775,7,0.03888888888888889
776,5,0.03888888888888889
777,6,0.03333333333333333
778,7,0.011111111111111112
779,2,0.005555555555555556
780,11,0.016666666666666666
781,3,0.005555555555555556
782,1,0.06666666666666667
783,6,0.011111111111111112
784,2,0.027777777777777776
785,2,0.011111111111111112
786,5,0.005555555555555556
787,6,0.07777777777777778
788,10,0.044444444444444446
789,4,0.005555555555555556
790,4,0.005555555555555556
791,1,0.005555555555555556
792,15,0.016666666666666666
793,1,0.011111111111111112
794,2,0.022222222222222223
795,5,0.022222222222222223
796,3,0.005555555555555556
797,3,0.10555555555555556
798,1,0.005555555555555556
799,1,0.011111111111111112
800,15,0.016666666666666666
801,4,0.005555555555555556
802,1,0.011111111111111112
803,4,0.044444444444444446
804,5,0.07222222222222222
805,1,0.011111111111111112
806,1,0.005555555555555556
807,7,0.011111111111111112
808,4,0.08888888888888889
809,1,0.005555555555555556
810,1,0.022222222222222223
811,7,0.03333333333333333
812,5,0.10555555555555556
813,1,0.005555555555555556
814,6,0.016666666666666666
815,2,0.17222222222222222
816,9,0.17222222222222222
817,4,0.005555555555555556
818,1,0.005555555555555556
819,8,0.016666666666666666
820,4,0.005555555555555556
821,5,0.022222222222222223
822,4,0.005555555555555556
823,2,0.005555555555555556
824,2,0.005555555555555556
825,2,0.022222222222222223
826,1,0.011111111111111112
827,5,0.022222222222222223
828,1,0.022222222222222223
829,5,0.03333333333333333
830,5,0.011111111111111112
831,1,0.044444444444444446
832,3,0.005555555555555556
833,1,0.022222222222222223
834,1,0.07777777777777778
835,2,0.044444444444444446
836,5,0.005555555555555556
837,2,0.05555555555555555
838,5,0.1
839,2,0.022222222222222223
840,1,0.011111111111111112
841,11,0.1
842,1,0.005555555555555556
843,2,0.011111111111111112
844,1,0.005555555555555556
845,1,0.011111111111111112
846,3,0.011111111111111112
847,10,0.5
848,2,0.022222222222222223
849,6,0.05
850,4,0.03888888888888889
851,3,0.016666666666666666
852,1,0.022222222222222223
853,5,0.011111111111111112
854,4,0.022222222222222223
855,1,0.03333333333333333
856,7,0.011111111111111112
857,1,0.005555555555555556
858,1,0.011111111111111112
859,12,0.016666666666666666
860,4,0.08333333333333333
861,4,0.022222222222222223
862,2,0.5166666666666667
863,2,0.005555555555555556
864,7,0.005555555555555556
865,6,0.016666666666666666
866,1,0.022222222222222223
867,5,0.05555555555555555
868,1,0.022222222222222223
869,2,0.005555555555555556
870,2,0.03333333333333333
871,2,0.005555555555555556
872,1,0.011111111111111112
873,3,0.005555555555555556
874,1,0.005555555555555556
875,3,0.005555555555555556
876,6,0.03888888888888889
877,5,0.027777777777777776
878,17,0.06111111111111111
879,6,0.12222222222222222
880,2,0.016666666666666666
881,1,0.005555555555555556
882,2,0.011111111111111112
883,1,0.027777777777777776
884,5,0.011111111111111112
885,5,0.005555555555555556
886,7,0.06666666666666667
887,4,0.06666666666666667
888,8,0.05555555555555555
889,2,0.005555555555555556
890,13,0.06111111111111111
891,6,0.044444444444444446
892,5,0.016666666666666666
893,1,0.005555555555555556
894,4,0.016666666666666666
895,1,0.03333333333333333
896,5,0.22777777777777777
897,1,0.005555555555555556
898,1,0.005555555555555556
899,3,0.011111111111111112
900,6,0.022222222222222223
901,8,0.06111111111111111
902,4,0.016666666666666666
903,13,0.016666666666666666
904,2,0.022222222222222223
905,6,0.016666666666666666
906,5,0.05555555555555555
907,6,0.011111111111111112
908,7,0.016666666666666666
909,2,0.016666666666666666
910,5,0.005555555555555556
911,10,0.022222222222222223
912,1,0.022222222222222223
913,6,0.05555555555555555
914,5,0.016666666666666666
915,8,0.03888888888888889
916,11,0.011111111111111112
917,7,0.05
918,4,0.027777777777777776
919,4,0.005555555555555556
920,5,0.016666666666666666
921,3,0.005555555555555556
922,1,0.03888888888888889
923,2,0.03333333333333333
924,2,0.011111111111111112
925,5,0.011111111111111112
926,5,0.011111111111111112
927,5,0.011111111111111112
928,5,0.18888888888888888
929,2,0.022222222222222223
930,1,0.005555555555555556
931,2,0.005555555555555556
932,2,0.005555555555555556
933,7,0.022222222222222223
934,7,0.25555555555555554
935,7,0.011111111111111112
936,3,0.016666666666666666
937,3,0.005555555555555556
938,1,0.022222222222222223
939,1,0.005555555555555556
940,1,0.005555555555555556
941,3,0.03888888888888889
942,2,0.044444444444444446
943,13,0.2111111111111111
944,6,0.011111111111111112
945,7,0.005555555555555556
946,1,0.05
947,3,0.005555555555555556
948,2,0.016666666666666666
949,2,0.005555555555555556
950,1,0.005555555555555556
951,1,0.005555555555555556
952,2,0.005555555555555556
953,1,0.03888888888888889
954,8,0.016666666666666666
955,10,0.09444444444444444
956,2,0.13333333333333333
957,2,0.044444444444444446
958,6,0.005555555555555556
959,1,0.011111111111111112
960,5,0.03333333333333333
961,1,0.005555555555555556
962,1,0.25555555555555554
963,3,0.044444444444444446
964,1,0.005555555555555556
965,6,0.011111111111111112
966,3,0.07777777777777778
967,1,0.016666666666666666
968,1,0.05555555555555555
969,1,0.005555555555555556
970,7,0.044444444444444446
971,2,0.06111111111111111
972,8,0.022222222222222223
973,1,0.11666666666666667
974,9,0.05
975,4,0.016666666666666666
976,2,0.005555555555555556
977,5,0.005555555555555556
978,1,0.011111111111111112
979,8,0.044444444444444446
980,1,0.005555555555555556
981,4,0.005555555555555556
982,1,0.005555555555555556
983,4,0.011111111111111112
984,2,0.016666666666666666
985,1,0.005555555555555556
986,1,0.016666666666666666
987,3,0.005555555555555556
988,1,0.044444444444444446
989,1,0.016666666666666666
990,9,0.06666666666666667
991,2,0.011111111111111112
992,2,0.07222222222222222
993,2,0.027777777777777776
994,3,0.016666666666666666
995,3,0.03888888888888889
996,4,0.005555555555555556
997,1,0.005555555555555556
998,4,0.027777777777777776
999,1,0.016666666666666666
1000,4,0.016666666666666666
1001,2,0.05
1002,4,0.016666666666666666
1003,7,0.05555555555555555
1004,3,0.005555555555555556
1005,5,0.005555555555555556
1006,7,0.011111111111111112
1007,2,0.005555555555555556
1008,4,0.03888888888888889
1009,1,0.005555555555555556
1010,5,0.022222222222222223
1011,4,0.005555555555555556
1012,6,0.011111111111111112
1013,2,0.022222222222222223
1014,2,0.022222222222222223
1015,2,0.011111111111111112
1016,1,0.005555555555555556
1017,8,0.20555555555555555
1018,1,0.011111111111111112
1019,4,0.022222222222222223
1020,1,0.005555555555555556
1021,4,0.005555555555555556
1022,2,0.03888888888888889
1023,3,0.011111111111111112
1024,7,0.1
1025,3,0.011111111111111112
1026,1,0.005555555555555556
1027,5,0.022222222222222223
1028,1,0.011111111111111112
1029,4,0.005555555555555556
1030,2,0.016666666666666666
1031,6,0.07222222222222222
1032,7,0.011111111111111112
1033,1,0.005555555555555556
1034,1,0.011111111111111112
1035,6,0.05555555555555555
1036,1,0.022222222222222223
1037,1,0.011111111111111112
1038,7,0.09444444444444444
1039,3,0.016666666666666666
1040,1,0.016666666666666666
1041,5,0.011111111111111112
1042,3,0.027777777777777776
1043,1,0.005555555555555556
1044,8,0.027777777777777776
1045,6,0.011111111111111112
1046,7,0.06111111111111111
1047,2,0.011111111111111112
1048,2,0.011111111111111112
1049,3,0.005555555555555556
1050,2,0.016666666666666666
1051,4,0.005555555555555556
1052,4,0.03333333333333333
1053,2,0.027777777777777776
1054,2,0.03333333333333333
1055,4,0.044444444444444446
1056,6,0.03888888888888889
1057,4,0.03888888888888889
1058,8,0.03333333333333333
1059,1,0.011111111111111112
1060,9,0.011111111111111112
1061,2,0.005555555555555556
1062,1,0.011111111111111112
1063,11,0.20555555555555555
1064,2,0.005555555555555556
1065,13,0.027777777777777776
1066,5,0.06111111111111111
1067,1,0.011111111111111112
1068,1,0.03333333333333333
1069,4,0.005555555555555556
1070,2,0.03333333333333333
1071,5,0.011111111111111112
1072,4,0.016666666666666666
1073,5,0.005555555555555556
1074,2,0.016666666666666666
1075,4,0.011111111111111112
1076,3,0.005555555555555556
1077,1,0.016666666666666666
1078,1,0.005555555555555556
1079,11,0.05555555555555555
1080,2,0.06666666666666667
1081,4,0.03333333333333333
1082,2,0.016666666666666666
1083,11,0.022222222222222223
